"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"C:\Dossiers\master-rmai-researchproject-virussimulation\netlogo\virus_simulation.nlogox"
"06-baseline-ER-power-law-Tang"
"06/17/2026 16:24:51:169 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-2","2","-2","2"
"[run number]","interconnection-structure","network-type","expt-seed","num-nodes","avg-degree","rewiring-prob","initial-infected","recovery-mean","power-law-lambda","max-ticks","infection-prob","[step]","bs-out-extinct","bs-out-final-tick","bs-out-late-mean-prevalence","bs-out-tau-sim","bs-out-mean-degree"
"1074","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.026","13","1","13","0.0014230769230769232","0.13","5.979"
"1075","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.026","22","1","22","0.0017045454545454551","0.13","5.979"
"1076","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.026","10","1","10","0.0012000000000000003","0.13","5.979"
"1077","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.026","5","1","5","0.0018","0.13","5.979"
"1078","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.026","17","1","17","0.0023529411764705885","0.13","5.979"
"1079","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.026","8","1","8","0.001375","0.13","5.979"
"1080","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.026","18","1","18","0.0024444444444444453","0.13","5.979"
"1082","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","18","1","18","0.002583333333333334","0.14","5.979"
"1081","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","22","1","22","0.002250000000000001","0.14","5.979"
"1083","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","23","1","23","0.0013260869565217396","0.14","5.979"
"1084","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","18","1","18","0.0020833333333333337","0.14","5.979"
"1085","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","13","1","13","0.0018846153846153852","0.14","5.979"
"1086","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","18","1","18","0.0028888888888888896","0.14","5.979"
"1087","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","24","1","24","8.541666666666671E-4","0.14","5.979"
"1089","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","12","1","12","0.0014166666666666668","0.14","5.979"
"1088","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","40","1","40","0.0023375000000000015","0.14","5.979"
"1090","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","20","1","20","0.0017749999999999999","0.14","5.979"
"1091","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","14","1","14","0.0018214285714285721","0.14","5.979"
"1092","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","8","1","8","0.0022500000000000003","0.14","5.979"
"960","other","Erdos-Renyi (random)","10002","2000","6","0.07","5","5","4.24","10000","0.056","10000","0","10000","0.24412999999999996","0.28","6.083"
"1093","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","9","1","9","0.0016111111111111113","0.14","5.979"
"1094","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","18","1","18","0.0020555555555555557","0.14","5.979"
"1095","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","10","1","10","0.0020000000000000005","0.14","5.979"
"1096","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","21","1","21","0.002190476190476192","0.14","5.979"
"1097","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","20","1","20","0.00395","0.14","5.979"
"1098","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","22","1","22","0.0025227272727272737","0.14","5.979"
"1099","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","8","1","8","0.0018124999999999999","0.14","5.979"
"1101","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","45","1","45","0.0021333333333333343","0.14","5.979"
"1100","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","38","1","38","0.002539473684210527","0.14","5.979"
"1102","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","18","1","18","0.001166666666666667","0.14","5.979"
"1103","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","32","1","32","0.0010625000000000005","0.14","5.979"
"1104","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.028","21","1","21","0.0022380952380952387","0.14","5.979"
"1105","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","9","1","9","0.002277777777777778","0.15","5.979"
"1106","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","4","1","4","0.001875","0.15","5.979"
"1107","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","26","1","26","0.0031538461538461538","0.15","5.979"
"1108","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","17","1","17","0.001558823529411765","0.15","5.979"
"1109","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","33","1","33","0.0025","0.15","5.979"
"1110","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","21","1","21","0.002047619047619048","0.15","5.979"
"1111","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","14","1","14","0.0032500000000000003","0.15","5.979"
"1112","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","23","1","23","9.130434782608699E-4","0.15","5.979"
"1113","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","28","1","28","0.0016964285714285723","0.15","5.979"
"1114","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","25","1","25","0.002660000000000001","0.15","5.979"
"1115","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","16","1","16","0.00209375","0.15","5.979"
"1116","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","8","1","8","0.0024375000000000004","0.15","5.979"
"1117","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","10","1","10","0.0018000000000000002","0.15","5.979"
"1118","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","16","1","16","0.0017187500000000007","0.15","5.979"
"1119","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","8","1","8","0.002125","0.15","5.979"
"1120","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","20","1","20","0.0017000000000000001","0.15","5.979"
"1121","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","20","1","20","0.0020250000000000003","0.15","5.979"
"1122","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","7","1","7","0.0023571428571428567","0.15","5.979"
"1123","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","11","1","11","0.0014090909090909089","0.15","5.979"
"1124","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","56","1","56","0.0015446428571428584","0.15","5.979"
"1126","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","16","1","16","0.0021875","0.15","5.979"
"1125","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","65","1","65","0.0026230769230769246","0.15","5.979"
"1127","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","33","1","33","9.54545454545455E-4","0.15","5.979"
"1128","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.03","24","1","24","0.003166666666666667","0.15","5.979"
"1129","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","6","1","6","0.0015833333333333335","0.16","5.979"
"1130","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","7","1","7","0.0017142857142857144","0.16","5.979"
"1132","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","5","1","5","0.0018000000000000002","0.16","5.979"
"1131","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","66","1","66","0.005727272727272731","0.16","5.979"
"1133","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","17","1","17","0.0020294117647058824","0.16","5.979"
"1134","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","35","1","35","0.0042571428571428595","0.16","5.979"
"1135","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","9","1","9","0.0016666666666666666","0.16","5.979"
"1136","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","21","1","21","0.0025238095238095245","0.16","5.979"
"1137","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","9","1","9","0.0022777777777777783","0.16","5.979"
"1138","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","25","1","25","0.0038600000000000006","0.16","5.979"
"1139","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","10","1","10","0.0021000000000000003","0.16","5.979"
"1140","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","19","1","19","0.0015526315789473686","0.16","5.979"
"1141","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","20","1","20","0.00265","0.16","5.979"
"1142","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","42","1","42","0.002202380952380953","0.16","5.979"
"1143","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","5","1","5","0.0021000000000000003","0.16","5.979"
"1144","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","42","1","42","0.0015595238095238103","0.16","5.979"
"1145","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","18","1","18","0.002166666666666667","0.16","5.979"
"1146","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","6","1","6","0.0020000000000000005","0.16","5.979"
"1147","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","27","1","27","0.002777777777777779","0.16","5.979"
"1148","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","30","1","30","0.0022666666666666673","0.16","5.979"
"1149","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","54","1","54","0.0020555555555555566","0.16","5.979"
"1151","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","9","1","9","0.0019444444444444446","0.16","5.979"
"1150","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","47","1","47","0.002361702127659576","0.16","5.979"
"1152","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.032","29","1","29","0.002431034482758622","0.16","5.979"
"1153","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","25","1","25","0.0021400000000000004","0.17","5.979"
"1154","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","33","1","33","0.0015454545454545463","0.17","5.979"
"1155","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","35","1","35","0.0014571428571428578","0.17","5.979"
"1156","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","14","1","14","0.0012142857142857146","0.17","5.979"
"1157","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","21","1","21","0.0017619047619047625","0.17","5.979"
"1158","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","26","1","26","0.002807692307692308","0.17","5.979"
"1159","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","10","1","10","0.0017000000000000001","0.17","5.979"
"1160","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","7","1","7","0.0017142857142857146","0.17","5.979"
"1163","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","7","1","7","0.0017857142857142859","0.17","5.979"
"1162","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","28","1","28","0.001982142857142858","0.17","5.979"
"1161","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","31","1","31","0.002387096774193549","0.17","5.979"
"1164","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","18","1","18","0.0018333333333333335","0.17","5.979"
"1165","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","10","1","10","0.0022","0.17","5.979"
"1166","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","13","1","13","0.0016153846153846158","0.17","5.979"
"1167","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","7","1","7","0.001571428571428572","0.17","5.979"
"1169","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","18","1","18","0.002611111111111112","0.17","5.979"
"1168","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","9","1","9","0.0027222222222222222","0.17","5.979"
"1170","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","50","1","50","0.004320000000000002","0.17","5.979"
"1171","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","30","1","30","0.002400000000000001","0.17","5.979"
"1172","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","18","1","18","0.0020277777777777785","0.17","5.979"
"1173","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","28","1","28","0.0019821428571428577","0.17","5.979"
"1175","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","18","1","18","0.0020833333333333337","0.17","5.979"
"1174","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","14","1","14","0.0027142857142857142","0.17","5.979"
"1176","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.034","17","1","17","0.003735294117647059","0.17","5.979"
"1177","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","97","1","97","0.0021701030927835066","0.18","5.979"
"1178","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","34","1","34","0.001882352941176471","0.18","5.979"
"1179","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","13","1","13","0.0020384615384615393","0.18","5.979"
"1181","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","17","1","17","0.0021764705882352945","0.18","5.979"
"1180","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","59","1","59","0.00448305084745763","0.18","5.979"
"1182","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","83","1","83","0.0026325301204819292","0.18","5.979"
"1183","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","12","1","12","0.0022083333333333334","0.18","5.979"
"1184","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","82","1","82","0.0033170731707317094","0.18","5.979"
"1185","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","51","1","51","0.002921568627450982","0.18","5.979"
"1187","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","19","1","19","0.002210526315789474","0.18","5.979"
"1186","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","111","1","111","0.003927927927927931","0.18","5.979"
"1188","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","7","1","7","0.0014285714285714286","0.18","5.979"
"1189","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","10","1","10","0.0016000000000000003","0.18","5.979"
"1190","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","9","1","9","0.002166666666666667","0.18","5.979"
"1191","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","14","1","14","0.0014285714285714288","0.18","5.979"
"1192","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","15","1","15","0.0025333333333333336","0.18","5.979"
"1193","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","10","1","10","0.0017500000000000003","0.18","5.979"
"1194","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","67","1","67","0.006328358208955228","0.18","5.979"
"1195","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","23","1","23","0.0013260869565217394","0.18","5.979"
"1196","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","24","1","24","0.0021666666666666674","0.18","5.979"
"1197","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","21","1","21","0.0019047619047619054","0.18","5.979"
"1198","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","8","1","8","0.0015625","0.18","5.979"
"1199","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","23","1","23","0.00232608695652174","0.18","5.979"
"1200","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.036","38","1","38","0.0022763157894736853","0.18","5.979"
"1201","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","21","1","21","0.0026428571428571434","0.19","5.979"
"1202","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","46","1","46","0.0018695652173913058","0.19","5.979"
"1204","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","40","1","40","0.0030125000000000013","0.19","5.979"
"1205","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","11","1","11","0.0017727272727272728","0.19","5.979"
"1206","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","14","1","14","0.0025714285714285717","0.19","5.979"
"1203","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","276","1","276","0.00994249999999998","0.19","5.979"
"1207","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","11","1","11","0.0019090909090909095","0.19","5.979"
"1208","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","15","1","15","0.0024000000000000002","0.19","5.979"
"1209","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","47","1","47","0.002148936170212767","0.19","5.979"
"1210","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","30","1","30","0.0038666666666666684","0.19","5.979"
"1211","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","76","1","76","0.004322368421052635","0.19","5.979"
"1212","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","53","1","53","0.0037169811320754732","0.19","5.979"
"1213","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","53","1","53","0.0053867924528301905","0.19","5.979"
"1214","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","95","1","95","0.002778947368421054","0.19","5.979"
"1215","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","32","1","32","0.002046875000000001","0.19","5.979"
"1216","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","92","1","92","0.0041902173913043505","0.19","5.979"
"1218","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","16","1","16","0.0024062500000000004","0.19","5.979"
"1219","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","26","1","26","0.0036538461538461542","0.19","5.979"
"1217","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","70","1","70","0.003442857142857144","0.19","5.979"
"1220","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","12","1","12","0.002333333333333334","0.19","5.979"
"1221","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","40","1","40","0.004075000000000002","0.19","5.979"
"1222","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","43","1","43","0.0030000000000000014","0.19","5.979"
"1223","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","17","1","17","0.0017941176470588239","0.19","5.979"
"1224","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.038","47","1","47","0.0036382978723404277","0.19","5.979"
"1226","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","53","1","53","0.002905660377358492","0.2","5.979"
"1225","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","131","1","131","0.009179389312977095","0.2","5.979"
"1227","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","23","1","23","0.0027173913043478273","0.2","5.979"
"1229","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","6","1","6","0.001666666666666667","0.2","5.979"
"1230","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","16","1","16","0.00225","0.2","5.979"
"1228","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","137","1","137","0.018208029197080276","0.2","5.979"
"1231","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","12","1","12","0.0016250000000000004","0.2","5.979"
"1232","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","88","1","88","0.006289772727272725","0.2","5.979"
"1233","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","75","1","75","0.002840000000000002","0.2","5.979"
"1234","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","95","1","95","0.006563157894736838","0.2","5.979"
"1236","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","19","1","19","0.0025789473684210535","0.2","5.979"
"1235","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","58","1","58","0.0021637931034482766","0.2","5.979"
"1237","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","30","1","30","0.002783333333333334","0.2","5.979"
"1238","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","10","1","10","0.0014500000000000006","0.2","5.979"
"1239","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","43","1","43","0.001965116279069768","0.2","5.979"
"1241","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","57","1","57","0.0034122807017543874","0.2","5.979"
"1240","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","77","1","77","0.007798701298701294","0.2","5.979"
"1242","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","59","1","59","0.004000000000000003","0.2","5.979"
"1243","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","19","1","19","0.0033947368421052633","0.2","5.979"
"1244","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","23","1","23","0.002586956521739131","0.2","5.979"
"1245","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","14","1","14","0.002678571428571429","0.2","5.979"
"1247","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","22","1","22","0.0020227272727272737","0.2","5.979"
"1246","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","38","1","38","0.004552631578947371","0.2","5.979"
"1249","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","37","1","37","0.008000000000000002","0.21000000000000002","5.979"
"1251","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","13","1","13","0.0017307692307692313","0.21000000000000002","5.979"
"1252","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","26","1","26","0.0018269230769230771","0.21000000000000002","5.979"
"1250","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","275","1","275","0.024984999999999973","0.21000000000000002","5.979"
"1248","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.04","356","1","356","0.02540249999999999","0.2","5.979"
"1253","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","91","1","91","0.0069065934065933995","0.21000000000000002","5.979"
"1255","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","17","1","17","0.0017352941176470595","0.21000000000000002","5.979"
"1257","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","23","1","23","0.0030434782608695647","0.21000000000000002","5.979"
"1258","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","21","1","21","0.003452380952380953","0.21000000000000002","5.979"
"1259","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","6","1","6","0.0015833333333333333","0.21000000000000002","5.979"
"1256","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","170","1","170","0.0024088235294117666","0.21000000000000002","5.979"
"1260","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","10","1","10","0.0020000000000000005","0.21000000000000002","5.979"
"1261","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","21","1","21","0.004071428571428572","0.21000000000000002","5.979"
"1263","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","9","1","9","0.0032222222222222222","0.21000000000000002","5.979"
"1264","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","31","1","31","0.0017741935483870975","0.21000000000000002","5.979"
"1265","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","35","1","35","0.0014428571428571433","0.21000000000000002","5.979"
"1262","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","170","1","170","0.018544117647058815","0.21000000000000002","5.979"
"1266","other","Erdos-Renyi (random)","10003","2000","6","0.07","5","5","4.24","10000","0.042","9","1","9","0.002","0.21000000000000002","5.979"
